,people_count,largeroom_temp,smallroom_temp,bathroom_temp,largeroom_hum,smallroom_hum,bathroom_hum,largeroom_presence,smallroom_presence,bathroom_presence
254,0.0,-1.4055208333333333,13.42219926075269,28.249919354838713,57.451874999999994,33.48634072580645,9.520806451612904,0.0,8.245582016267196e-05,0.000700719914405691
255,0.0,-1.0472105263157885,12.042394736842112,25.132000000000012,59.338789473684216,35.75151668806162,12.164243902439031,0.0,0.0,0.0003677218604237357
256,0.0,0.2940740740740743,11.727199374699373,23.16032467532467,62.82851851851852,39.228285233285234,15.628051948051949,0.0,0.0,0.00029203812474559
257,0.0,0.9303743315508011,11.743580022918263,22.556785714285724,62.91368983957224,40.054969919786124,17.196250000000006,0.0,0.0,0.0004155477546860332
258,0.0,2.2469662921348306,11.095518029788344,19.94406976744186,64.91859550561804,43.57662333420437,22.2346511627907,0.0,0.0,0.00014414170657065393
259,0.0,3.16,10.891049382716048,18.622098765432096,65.66013157894737,45.54796702404158,25.435802469135798,0.0,0.0,0.00014013505429156614
260,0.0,3.554166666666666,11.528489583333334,19.5028125,64.68333333333334,44.32276041666667,23.9621875,0.0,0.0,0.00017368782766640872
261,0.0,1.6240000000000006,11.876130434782599,22.1282608695652,61.10314285714285,39.007006211180126,16.910869565217403,0.0,0.0,0.0005421294855852902
262,0.0,2.0248230088495567,10.94607059533387,19.867318181818185,62.43185840707972,41.42365647626715,20.41545454545457,0.0,0.0,0.1524769551539736
263,0.0,3.0038961038961003,11.011443665983151,19.018991228070202,64.39419913419918,44.14049868990661,23.88679824561403,0.0,0.0,0.00030028675139854075
